# clippershq-reports manifest — which project each report belongs to.
# Generated by tools/gen_manifest.py, do not hand-edit the auto rows.
# class: leadgen = clipper-finder Python CLI | payments = ClippersHQ Next.js app
#        cross = governs both | ambiguous = could not determine
id	class	confidence	basis	date	superseded_by	title
BL-683	leadgen	1.00	hand-verified	2026-07-17		BL-683 — `energy_step_ts`: built, measured, and honest about which number it is
BL-684	payments	1.00	auto (stack markers)	2026-07-22		BL-684 — is the posting-freshness rule enforced at all?
BL-685-clippershq-merge	payments	1.00	auto (stack markers)	2026-07-30		BL-685 — merge round, two branches onto main
BL-686-clippershq-ig-freshness	payments	1.00	auto (stack markers)	2026-07-30		BL-686 (ClippersHQ) — Instagram posting-window enforcement restored
BL-686	leadgen	0.90	auto (stack markers)	2026-07-29		BL-686: Instagram reels move to /v2/user/clips, and a test that was set to fail on a date nobody chose
BL-687-clippershq-merge	payments	1.00	auto (stack markers)	2026-07-30		BL-687 — merge round, BL-686 onto main
BL-687	payments	1.00	auto (stack markers)	2026-07-29		BL-687 — Do already-installed iPhone PWAs get the new launch images? NO. And why no trick changes that.
BL-688-clippershq-payout-failure	payments	1.00	auto (stack markers)	2026-07-30		BL-688 — a clipper cannot withdraw: "Something went wrong, please try again"
BL-688	cross	1.00	hand-verified	2026-07-29		BL-688 — the report-ID race: three reports were destroyed, not one, and only one was noticed
BL-689-clippershq-payout-message	payments	1.00	auto (stack markers)	2026-07-30		BL-689 (ClippersHQ) — a legitimate payout refusal stops being reported as a crash
BL-689	leadgen	0.80	auto (stack markers)	2026-07-29		BL-689 — CLAP for the coarse 4-way mood split: the model is cleared, the labels are the blocker
BL-690-clippershq-balance-clamp	payments	1.00	auto (stack markers)	2026-07-30		BL-690 — the balance clamp asymmetry: what is actually owed, and the correct fix
BL-690	leadgen	0.67	auto (stack markers)	2026-07-29		BL-690 — Energy-step detector on REAL audio: fabrication went 0% → 100%
BL-691-clippershq-merge	payments	1.00	auto (stack markers)	2026-07-30		BL-691 (ClippersHQ) — merge BL-689 (payout refusal stops rendering as a crash) to main
BL-691	leadgen	0.65	auto (stack markers)	2026-07-29		BL-691: the Spotify bridge is paid, the router mix is unstable, and the track-id routing is now a chokepoint
BL-692-clippershq-clamp-fix	payments	1.00	auto (stack markers)	2026-07-31		BL-692 (ClippersHQ) — the balance clamp asymmetry, fixed: the gate now agrees with the balance we already display
BL-692	leadgen	1.00	auto (stack markers)	2026-07-29		BL-692 — How common is caption templating? 37.5% of confirmed repost pages, ~14% of the raw discovery pool — and a parser built for the BL-682 shape c
BL-693-clippershq-merge	payments	1.00	auto (stack markers)	2026-07-31		BL-693 (ClippersHQ) — merge BL-692 (balance clamp asymmetry) to main
BL-693	leadgen	1.00	auto (stack markers)	2026-07-29		BL-693 — The numpy 2.0 ABI break is now a machine check, not a memo
BL-694-clippershq-launch-campaign-cta	payments	1.00	auto (stack markers)	2026-07-31		BL-694 (ClippersHQ) — a "Launch a campaign" CTA on the signed-out landing hero
BL-694	leadgen	0.90	auto (stack markers)	2026-07-29		BL-694 — the caption parser: built, measured on 42 hand-labelled captions, three fields with provenance
BL-695-clippershq-stuck-money-current	payments	1.00	auto (stack markers)	2026-07-31		BL-695 — the authoritative stuck-money list, recomputed after the clamp fix
BL-695	leadgen	0.95	auto (stack markers)	2026-07-29		BL-695 — the caption parser is wired into the repost finder: mood, genre, title and a farm detector on every discovered account, for $0 — and the acco
BL-696-clippershq-double-pay-proof	payments	1.00	auto (stack markers)	2026-07-31		BL-696 (ClippersHQ) — can the payout system pay anyone twice? The proof, re-established against the current code
BL-696	payments	1.00	auto (stack markers)	2026-07-29		BL-696: the energy-step detector fabricates on music too — the reframe did not save it, but flux-as-veto is the first thing that produces a null
BL-697-clippershq-merge	payments	1.00	auto (stack markers)	2026-07-31		BL-697 — merge round, BL-694 onto main
BL-697	leadgen	0.52	auto (stack markers)	2026-07-29		BL-697 — every caller of the /v2/user/clips envelope, and the two breakages waiting on the NEXT migration
BL-698-clippershq-unavailable-display	payments	1.00	auto (stack markers)	2026-07-31		BL-698 (ClippersHQ) — tell clippers the truth about earnings on deleted videos
BL-698	leadgen	1.00	hand-verified	2026-07-29		BL-698 — Identifying the film or show from a clip: two of the three routes are structurally dead, the third is unmeasured, and the payoff chain you al
BL-699-clippershq-client-cta-label	payments	1.00	auto (stack markers)	2026-07-31		BL-699 (ClippersHQ) — the client CTA now says who it is for, so a clipper does not book a sales call
BL-699	leadgen	0.73	auto (stack markers)	2026-07-29		BL-699 — Can we identify WHICH SONG is in a reel? Yes, for about 7× what finding the lead costs — and the one free option cannot do it at all
BL-700-clippershq-required-sound	payments	1.00	auto (stack markers)	2026-07-31		BL-700 (ClippersHQ) — the first REQUIRED_SOUND rules, at enforcement rank, added as a data operation
BL-700	leadgen	1.00	auto (stack markers)	2026-07-29		BL-700 — Only 8.5% of clips are music-dominant. Fingerprinting has no target here. Do not build it.
BL-701-clippershq-hero-button-width	payments	1.00	auto (stack markers)	2026-07-31		BL-701 — the landing hero button row stops stretching once the sidebar nav appears
BL-701	leadgen	1.00	auto (stack markers)	2026-07-29		BL-701 — The Spotify funnel's stalls are NOT O(n²). 67% of a real run is spent blocked on one global MusicBrainz lock, and the 30s watchdog is shorter
BL-702-clippershq-merge	payments	1.00	auto (stack markers)	2026-07-31		BL-702 — merge round: BL-698 and BL-700 onto main
BL-702	leadgen	0.80	auto (stack markers)	2026-07-29		BL-702 — Music presence is a PAGE-FORMAT property: 68% / 67% / 30% / 11%. Song ID is reopened.
BL-703-clippershq-merge	payments	1.00	auto (stack markers)	2026-07-31		BL-703 — merge round: BL-699 onto main, union-resolved against BL-701
BL-703	leadgen	1.00	auto (stack markers)	2026-07-29		BL-703 — Content genre from the discovery hashtag: 91.5% coverage, free, on 351 real reels
BL-704-clippershq-batch-freshness	payments	0.75	auto (stack markers)	2026-07-31		BL-704 (ClippersHQ) — does bulk submission bypass the 30-minute rule?
BL-704	leadgen	1.00	auto (stack markers)	2026-07-29		BL-704: Genre from title+artist — the provably-clean source covers 30% of licensed clips, the source that covers 90% isn't provably clean, and the cur
BL-705-clippershq-remove-clarifier	payments	1.00	auto (stack markers)	2026-07-31		BL-705 — the clarifying line under the landing hero buttons, removed
BL-705	leadgen	0.71	auto (stack markers)	2026-07-29		BL-705 — Format is a property of the CLIP, not of the ACCOUNT. One post does not label a page.
BL-706-clippershq-owner-bypass-confirm	payments	1.00	auto (stack markers)	2026-07-31		BL-706 (ClippersHQ) — can any non-owner reach the backdating endpoint, and which path did the owner's own clips use?
BL-706	leadgen	1.00	auto (stack markers)	2026-07-29		BL-706: The curated head-artist genre map — 49% from three credits an encyclopaedia will never carry, 61.2% with the recurring tail
BL-707-clippershq-autoreject-form-fix	payments	1.00	auto (stack markers)	2026-07-31		BL-707 (ClippersHQ) — the form can no longer write auto_reject, and the 9 it already wrote are now rank
BL-707	leadgen	1.00	auto (stack markers)	2026-07-29		BL-707 — Medium and genre split into two axes: 4 false conflicts → 0, coverage unchanged at 91.5%
BL-708-clippershq-outstanding	payments	1.00	auto (stack markers)	2026-07-31		BL-708 (ClippersHQ) — what is actually left
BL-708	leadgen	0.76	auto (stack markers)	2026-07-29		BL-708 — What sounds go on each franchise: the curated map fails, and the 51% concentration that motivated it was an artifact
BL-709-clippershq-owner-freshness-exempt	payments	1.00	auto (stack markers)	2026-07-31		BL-709 (ClippersHQ) — one named account is exempt from the 30-minute posting window, on the clipper paths only
BL-709	leadgen	1.00	auto (stack markers)	2026-07-29		BL-709: Discogs genre is CC0 after all (BL-704 was wrong), Wikipedia infobox buys nothing, and the free comma-split is worth 3× its estimate
BL-710-clippershq-pwa-bonus	payments	1.00	auto (stack markers)	2026-07-31		BL-710 (ClippersHQ) — is the PWA earnings bonus being granted to people who did not install the app?
BL-710	leadgen	1.00	auto (stack markers)	2026-07-29		BL-710 — Clip library and catalogue walk: the storage and filtering halves, built and proven offline
BL-711-clippershq-pwa-grant-hardening	payments	1.00	auto (stack markers)	2026-07-31		BL-711 (ClippersHQ) — the PWA flag grant, hardened forward
BL-711	leadgen	0.83	auto (stack markers)	2026-07-29		BL-711 — song identification: line CLOSED by owner decision, with the decisive question still unmeasured
BL-712	leadgen	1.00	auto (stack markers)	2026-07-29		BL-712 — STOPPED: tree is not quiet, another agent is editing enrich_links.py. Fix #3 measured read-only: 71.8% of scraper fetches are eliminable.
BL-713	leadgen	1.00	auto (stack markers)	2026-07-29		BL-713: 483 paid-for Spotify handles salvaged from run.log and merged — all genuinely new, and the artist-ID hint is provably wrong on 119+ of them
BL-714	leadgen	1.00	auto (stack markers)	2026-07-29		BL-714: the block-terminator fix — cluster-A caption coverage 5.2% → 66.5%, and BL-694's baseline did not move
BL-715	leadgen	1.00	auto (stack markers)	2026-07-29		BL-715 — Both Spotify serial bottlenecks fixed: 24% of all HTTP requests deleted, the MusicBrainz lookup can no longer outlive its own watchdog, and t
BL-716	leadgen	1.00	auto (stack markers)	2026-07-29		BL-716 — what a sound is FOR, inferred from what it's used on: the idea works, the labeller is the ceiling
BL-717	leadgen	1.00	auto (stack markers)	2026-07-29		BL-717 — NOT BENCHMARKED: this CPU cannot run a 7B audio-LM (measured), and there is no Gemini key. Two blockers, both structural.
BL-718	leadgen	1.00	auto (stack markers)	2026-07-29		BL-718: the fingerprinting pilot is underpowered before it starts — the target slice is 8.7%, not 24%
BL-719	leadgen	1.00	auto (stack markers)	2026-07-29		BL-719: Caption-text labelling does not save the high-usage band — 14.8% → 14.8%. The popular sounds are not franchise content at all.
BL-720	leadgen	1.00	auto (stack markers)	2026-07-29		BL-720 — One of the two small audio models is viable: LFM2-Audio-1.5B GGUF runs here, guard-clean, at ~1.5 GB. Mellow is licence-clean and dependency-
BL-721	leadgen	1.00	auto (stack markers)	2026-07-29		BL-721: the pilot is now answerable — 73 targets, and the window question resolves in the pilot's favour
BL-722	leadgen	1.00	auto (stack markers)	2026-07-29		BL-722 — STOPPED: tree is not quiet. No process is running, but another agent is writing control.py and main.py right now.
BL-723	leadgen	1.00	auto (stack markers)	2026-07-29		BL-723 — SECRET_BLOCKS now redacts credentials out of every log record and refuses to start if a menu names one. Plus 3 more declarations of the same 
BL-724	leadgen	1.00	auto (stack markers)	2026-07-29		BL-724 — Measured per-field error on 60 hand-labelled clips: tag-derived franchise is wrong 28.6% of the time. There is no purity setting with zero er
BL-725	leadgen	1.00	auto (stack markers)	2026-07-29		BL-725: Gemini audio benchmark — blocked at 18 of 60 calls by a 20/day free-tier cap, but the one stratum that completed is not encouraging
BL-726	leadgen	0.92	auto (stack markers)	2026-07-29		BL-726 — Twitch on Helix: discovery is free and instant, the free website scrape is 82% of the clock, and the in-band pool is 260
BL-727	leadgen	1.00	auto (stack markers)	2026-07-30		BL-727 — The clip library is wired and ran live: 20 real clips off the wire for $0.0048, the view floor stopped 3 of 4 accounts, and BL-710's paginati
BL-728	leadgen	1.00	auto (stack markers)	2026-07-30		BL-728 — Retaining the dropped rows found the filter was wrong: `nsfw` produced 4 false positives out of 6 keyword drops, all of them chat rules *forb
BL-729	leadgen	0.71	auto (stack markers)	2026-07-30		BL-729: Comments are a noise pit for song ID (5%) and a duplicate for source ID (20%) — close the channel, but keep three free fields it exposed
BL-730	leadgen	1.00	auto (stack markers)	2026-07-30		BL-730 — No live run (gate failed), but the timeout spike is explained from BL-728's own saved data: fetches run to 218s despite a 10s timeout.
BL-731	leadgen	1.00	hand-verified	2026-07-30		BL-731 — Source-footage ID from a frame: the model never declines, is wrong 20% of the time, and the free route is licence-blocked
BL-732	leadgen	0.67	auto (stack markers)	2026-07-30		BL-732: schema fix shipped, pilot measured — the bank supports ~200 pages, but the cost is 3.7 hours, not dollars
BL-733	leadgen	1.00	auto (stack markers)	2026-07-30		BL-733 — OCR transcription accuracy, measured for the first time: production is throwing away half its accuracy on a `max_side=512` downscale
BL-734	leadgen	1.00	hand-verified	2026-07-30		BL-734: You don't need to replace Gemini — you need a different payer. OpenRouter routes the same model for half the price, with no tax ID
BL-735	leadgen	0.75	auto (stack markers)	2026-07-30		BL-735 — The benchmark did not run: there is no `openrouter_api` block in config.json. The guard for it is now in place, so the key is protected the m
BL-736	leadgen	1.00	auto (stack markers)	2026-07-30		BL-736: The downscale fix works exactly as measured — and changes nothing this module actually outputs
BL-737	leadgen	1.00	auto (stack markers)	2026-07-30		BL-737 — Item 4 was not produced: OpenRouter blocks every audio request below a flat $0.50 balance and the account holds $0. The integration is finish
BL-738	leadgen	0.83	auto (stack markers)	2026-07-30		BL-738 — Not fixed, and not fixable this round: a funnel process has been livelocked at 99.5% of a core for 85 minutes with ZERO writes. The bug is pr
BL-739	leadgen	0.96	auto (stack markers)	2026-07-30		BL-739 — Run not started: the funnel process from BL-738 is still alive at 164 minutes. Items 2 and 5 answered read-only; item 2's premise turns out t
BL-740	leadgen	1.00	auto (stack markers)	2026-07-30		BL-740 — Fix written and VERIFIED against both adversarial servers, but not applied: the funnel process from BL-738 is now 180 minutes old and still h
BL-741	leadgen	1.00	auto (stack markers)	2026-07-30		BL-741 — Fetch-chain fix APPLIED. Both chain_proof verdicts BOUNDED against the real module, 50/50 suites green. Paid re-measurement deferred by the o
BL-742	leadgen	1.00	hand-verified	2026-07-30		BL-742 — FALSE-NEGATIVE RATE 63.3%. The music detector discards 31 of 49 music clips. Do not ship this gate.
BL-743	leadgen	0.90	auto (stack markers)	2026-07-31	BL-764	BL-743 — READY TO SEND TODAY: 3,659. Cross-funnel lead-quality audit of 57,386 rows.
BL-744	leadgen	1.00	auto (stack markers)	2026-07-31		BL-744 — Spotify funnel audit: the filter order is already correct, the seeds have drifted, and 41.5% of delivered leads have no country
BL-745	leadgen	1.00	auto (stack markers)	2026-07-31		BL-745 — Spec: what a downstream editing bot needs to recreate a clip. 29 of 39 fields already ship; the one that matters most is the one nobody has m
BL-746	leadgen	1.00	auto (stack markers)	2026-07-31		BL-746: The counter isn't broken — it's counting a different population. The leads are real and genuinely new; the run's problem is that 67% of it was
BL-747	leadgen	1.00	auto (stack markers)	2026-07-31		BL-747 — The Spotify no-contact pool is 18.9% and genuinely dead. The real leak is next door: 52% of delivered leads never reach master.
BL-748	leadgen	1.00	auto (stack markers)	2026-07-31		BL-748 — YouTube funnel audit: the stack is the CORRECT (Spotify) shape, but three fields arriving free at 100% are discarded, and the subs floor is d
BL-749	leadgen	1.00	auto (stack markers)	2026-07-31		BL-749 — Cross-funnel unread-field sweep: the clip walk gets a full engagement panel free and reads none of it
BL-750	leadgen	1.00	auto (stack markers)	2026-07-31		BL-750 — Fix NOT applied: three agents are writing every ~30s and one took a `pre_bl749` backup of config.json. Item 1's fill rate re-measured through
BL-751	leadgen	1.00	auto (stack markers)	2026-07-31	BL-764	BL-751: 1,576 leads are ready to send — and 100% of them come from two funnels. The other six export literally nothing, for one shared reason
BL-752	leadgen	1.00	hand-verified	2026-07-31		BL-752 — The audio benchmark completed: the model is not reproducible at temperature 0, and the requested headline number does not exist
BL-753	leadgen	1.00	auto (stack markers)	2026-07-31		BL-753: Clipper-side audit — the persona hunch is wrong (0.2–0.3%, not "the bulk"), the email-drop bug is absent, and the IG crawl writes the master w
BL-754	leadgen	0.95	auto (stack markers)	2026-07-31		BL-754 — Spec: a self-audit that prints after every run. Building it surfaced two unflagged regressions and one dead recommendation sitting in shipped
BL-755	leadgen	1.00	auto (stack markers)	2026-07-31		BL-755 — View floor N measured at n=200 across 4 niches; the description fill drops 12.5% → 7.1% once the country gate is honoured. Implementation HEL
BL-756	leadgen	1.00	auto (stack markers)	2026-07-31		BL-756 — Capture NOT applied: 108 files written in 3 minutes by ~4 concurrent rounds. But the six fields are re-measured on 3× the sample, and two of 
BL-757	leadgen	1.00	auto (stack markers)	2026-07-31	BL-764	BL-757: Send order — your sendable pool is 4,217 addresses, not 57,000, and 7.6% of it is structural bounce risk
BL-758	leadgen	1.00	auto (stack markers)	2026-07-31		BL-758 — Build HELD: every module sections 3/4/6 must edit is mid-edit by another agent. The regression is NOT depth — it is free handle discovery col
BL-759	leadgen	0.98	auto (stack markers)	2026-07-31		BL-759: A fresh clone imports cleanly but fails 6 of 48 suites — and there is exactly one copy of everything that matters, on one disk, with the sync 
BL-760	leadgen	0.85	auto (stack markers)	2026-07-31		BL-760 — Engagement fields LANDED. And the caveat was right: save_count is 0% on four new accounts — it is account-specific, not general.
BL-761	leadgen	0.93	auto (stack markers)	2026-07-31		BL-761: The 52% discard is closed, the counters are honest, and 'personal' now means it. The X-scraper idea is dead — measured 0 of 150
BL-762	leadgen	0.97	auto (stack markers)	2026-07-31		BL-762 — The YouTube size gate now measures reach, not just followers: N = 2,000,000 views, measured on 200 channels across 4 niches
BL-763	leadgen	1.00	hand-verified	2026-07-31		BL-763 — Audio genre labelling: CLOSE IT. Non-reproducibility is upstream of accuracy, and no threshold or vote is worth buying.
BL-764	leadgen	1.00	auto (stack markers)	2026-07-31		BL-764: The number is 1,600 — and 1,592 of them come from one source. Six of your eight funnels export nothing because of a single empty column
BL-765	leadgen	1.00	auto (stack markers)	2026-07-31		BL-765 — Send-path audit: **NO, not safe to send from today.** The file n8n watches holds 2 rows, nothing is suppressed, and 2,505 of 4,128 valid addr
BL-766	leadgen	0.93	auto (stack markers)	2026-07-31	BL-769	BL-766 — Cause found: the run asked for 1,000 leads from a seed pool that holds ~452. The overflow came from related-artist expansion, whose artists c
BL-767	leadgen	0.92	auto (stack markers)	2026-07-31		BL-767 — SPEC: the two gates protect nothing on client funnels, there is a third gate nobody has counted, and the fix is one declared field — not a ve
BL-768	leadgen	1.00	auto (stack markers)	2026-07-31		BL-768 — Spec: suppression + bulk outcome marker. The briefed marker plan is O(n) per key and costs 73s; an index costs 0.04s. Both export files are s
BL-769	leadgen	1.00	auto (stack markers)	2026-07-31		BL-769 — Seeds re-measured: six of seven unchanged, the trial playlist is now the best of the set AND the largest contributor. But your safe run_targe
BL-770	leadgen	0.56	auto (stack markers)	2026-07-31		BL-770 — Junk sweep: 1 live junk address, not a guard failure. letsencrypt is in a 14-day-stale FILE that today's code already rejects
BL-771	leadgen	1.00	auto (stack markers)	2026-07-31		BL-771 — Duplicate humans: master is clean (5, all Google Play). But the send path **would double-send 1,395 people** — because dedup is perfect *with
BL-772	leadgen	0.81	auto (stack markers)	2026-07-31		BL-772 — Platform-change exposure: the loud-zero guard exists in exactly one funnel, five funnels have no saved baseline at all, and an empty 200 is s
BL-773	leadgen	0.94	auto (stack markers)	2026-07-31		BL-773 — The $3.53 is real and irrelevant: time costs 100× the cash. Total addressable pool is ~2,000 fresh email leads, and the sustainable weekly ra
BL-774	leadgen	1.00	auto (stack markers)	2026-07-31	BL-764	BL-774: The list you can actually send to is one segment, not three — 1,568 fandom video editors, and it is a RECRUITING list, not a sales list
BL-775	leadgen	0.44	auto (stack markers)	2026-07-31		BL-775 — What this project knows about itself: none of the four "contradictions" is one, evidence survives at 100%, and the real cost is that **165 of
BL-776	leadgen	1.00	auto (stack markers)	2026-07-31		BL-776 — Baselines captured for all four unbaselined funnels. And the optional-field hazard turns out not to exist outside the raw mirrors: 0 optional
BL-777	leadgen	0.97	auto (stack markers)	2026-07-31		BL-777 — YouTube has NEVER been run. Not once. It works when you run it — 12% pass, all six fixes firing — and then **every lead it produces is struct
BL-778	leadgen	1.00	auto (stack markers)	2026-07-31		BL-778: The dead-knob population at source — 83 invisible knobs, 11 unread keys (one BL-775 missed), 32 orphan functions, and a startup assertion that
BL-779	ambiguous	0.15	auto (stack markers)	2026-07-31		BL-779: Namespace split — 165 payments / 92 lead-gen / 1 cross-project, an index that names what supersedes what, and the reason CONVENTION.md cannot 
BL-780	leadgen	1.00	auto (stack markers)	2026-07-31		BL-780 — Twitch: 8 gaming categories add 426 clean in-band channels, a 2.9× expansion, and 97% of it is untouched. But the "0 language leaks" finding does not hold, and Art is confirmed the wrong buyer
BL-781	leadgen	1.00	auto (stack markers)	2026-07-31		BL-781 — HikerAPI baselined with pagination for $0.0072 exactly. The raw-mirror rule was right: 25–33% of its paths are optional, against 0% for every normalised provider
BL-782	leadgen	1.00	auto (stack markers)	2026-07-31		BL-782 — Gate A opened mid-round: a YouTube lead now routes (6 of 6) but still cannot reach a send file. Three gates, not two — and the TLD allowlist misses far less than I assumed
BL-783	leadgen	1.00	auto (stack markers)	2026-07-31		BL-783 — SHIPPED: suppression first, then unstranding. 20 certain bounces removed, the agency flag reaches the file, UNKNOWN is kept, and `lead_kind` ends the inference that stranded five funnels. The client rows now sendable carry **zero** per-row quality evidence
BL-784	leadgen	1.00	auto (stack markers)	2026-07-31		BL-784 — The clip library does not exist in production. There are **42 clips in two scratch folders**, 10 of 25 fields populated, and the six engagement fields BL-760 landed are **absent as keys on every record**.
BL-785	leadgen	1.00	auto (stack markers)	2026-07-31		BL-785 — The biggest reported leak does not exist: the negative cache worked perfectly (811 − 107 = 704, exactly). Total quantified waste is $0.048 of $3.53. The real leaks are structural, unmeasured, and two of them are in the funnels nobody swept
BL-786	leadgen	1.00	auto (stack markers)	2026-07-31		BL-786 — AUDIT: the leads are good and only the sort is broken. The weakness is not a funnel, it is **one day** — 91 rows from the 20 July fit-test, including 35 from a funnel deleted that same afternoon by a line I added in BL-783
BL-787	leadgen	1.00	auto (stack markers)	2026-07-31		BL-787 — YES, the pixels are obtainable. A complete video URL set arrives **free on 100% of clips** in the payload the walk already fetches, and is discarded. I downloaded one and played it.
BL-788	ambiguous	0.00	auto (stack markers)	2026-07-31		BL-788 — SEND DRY-RUN: **No — do not send this copy.** Not because it is broken (it parses perfectly and all 2,636 addresses are valid) but because it is a stale snapshot that still contains 35 rows from a retired funnel. Regenerate and rows 1–1,352 are ready. **Personalisation is impossible from this file for every row in it**
BL-789	leadgen	1.00	auto (stack markers)	2026-07-31		BL-789 — Four send-path fixes shipped. Deleting the Kick line was not enough: an unmapped source falls through to CLIPPER, so the revert had to be an explicit retirement
BL-790	leadgen	1.00	auto (stack markers)	2026-07-31		BL-790 — Merge columns shipped: 0 rows had 3+ tokens, now 1,534 do. The Google Play fake link is gone. And the first version of my own fix wrote "0 followers" to 1,015 rows
BL-791	leadgen	1.00	auto (stack markers)	2026-07-31		BL-791 — 679 client rows re-run with evidence attached. But `qualified_by` was bypassed in ALL FOUR funnels, and the DIRECT rank is still meaningless: send_list sorts on three clipper metrics that are zero on every client row
BL-792	ambiguous	0.00	auto (stack markers)	2026-07-31		BL-792 — Read out loud: `niche` is blank on 30 of 30, and where it IS populated it says "0% OFF". The template needs a different field, and it already exists at 100% fill
BL-793	leadgen	1.00	auto (stack markers)	2026-07-31		BL-793 — SHIPPED: the DASH manifest is wired and a real clip now comes back as pixels. **1080×1920 AV1 retrieved end to end, ffprobe-valid, no URL stored.** But the subtitle premise does not survive contact: the track is populated on 4 of 48 clips, and where it exists it carries SPEECH, not the on-screen text — 0% word overlap with OCR
BL-794	leadgen	1.00	auto (stack markers)	2026-07-31		BL-794 — Merge fields fixed and the DIRECT sort learned client evidence: 1 distinct key became 184. On the character-name question I recommend fixing the SENTENCE, not the data
BL-795	leadgen	1.00	auto (stack markers)	2026-07-31		BL-795 — The benchmark was already finished and already decided. I re-derived all seven numbers independently from the raw results and every one matches. No calls made, $0.0000 spent, verdict unchanged: CLOSE IT
BL-796	leadgen	1.00	auto (stack markers)	2026-07-31		BL-796 — 29 files committed in 7 workstream commits and the fresh clone now passes 48/50. But committing changed less than it looks: the branch is 47 commits ahead of a remote last pushed 15 days ago, so it is all still on one disk
BL-797	leadgen	1.00	auto (stack markers)	2026-07-31		BL-797 — SHIPPED: `touch_number` + `message_variant`, and a bulk marker that stamps 2,787 keys in **0.18s** instead of a projected 121s. **The 8 "ghosts" are not ghosts** — every one of those rows is still in the master, and they could be mailed but never stamped
BL-798	leadgen	1.00	auto (stack markers)	2026-07-31		BL-798 — The DASH path is live and I retrieved a real 1080×1920 AV1 stream through it. But the wiring already existed, the rendition picker failed cheap in the wrong direction, and the free subtitle track is 12 of 72 clips — not 12 of 12
BL-800	leadgen	1.00	auto (stack markers)	2026-07-31		BL-800 — Twitch expanded to ten categories: 911 channels discovered free in 7 seconds, 260 new leads for $0.081. The rebroadcast filter shipped, then had to be tightened — "marathon" flagged three live streamers mid-event
BL-801	leadgen	1.00	auto (stack markers)	2026-07-31		BL-801 — Empty-200 is loud on all four funnels and quiet on a normal drain. The contract test ships and fails red on a seeded violation. But BL-778's "12 keys with no default" is 1 — eleven already had one
BL-802	leadgen	1.00	auto (stack markers)	2026-07-31		BL-802 — The handoff contract. The real number is 12 of 31, not 10 of 25 or 29 of 39 — and all six media-retrieval fields that make the handoff possible are at 0%
BL-803	leadgen	1.00	auto (stack markers)	2026-07-31		BL-803 — READINESS AUDIT: eight of nine funnels have genuinely run and 2,787 leads reach a real export. **Nothing has ever been sent.** The three modules that BUILD the send files are the only ones with no menu entry, and the 20 clips ever stored predate the retrieval layer by one day
BL-804	leadgen	0.90	auto (stack markers)	2026-07-31		BL-804 — The clip pipeline ran. 200 clips, $0.0222, 99 seconds. Five of the six media-retrieval fields go 0% → 98-100%, so the handoff BL-802 measured as impossible now works — and the library still cannot say what kind of edit any clip is
BL-805	leadgen	1.00	auto (stack markers)	2026-07-31		BL-805 — 41 distinct operators, not 42. The concentration is not the floor and not the supply: 23 of 41 pages have deeper catalogues than the one that dominated, and the fix is a config knob that already exists
BL-806	leadgen	1.00	auto (stack markers)	2026-07-31		BL-806 — Last mile wired. The deliverable now has a key, the clip library has 205 clips with five of six media fields populated, and the shard warning fired live on three back-dated clips during the run that proved it
BL-807	leadgen	1.00	auto (stack markers)	2026-07-31		BL-807 — INCIDENT FIRST: I destroyed every agent's uncommitted work with a `git reset --hard` that ran in the wrong repository. Recovered the tree; other agents' in-flight edits are unrecoverable. The round's own work is re-applied and verified
BL-808	leadgen	1.00	auto (stack markers)	2026-07-31		BL-808 — Suite green, 49 commits pushed off-disk. Both contract failures were specified by documentation that survived IN THE REPO, not by any report — and for the other five modules no specification exists anywhere
BL-809	leadgen	1.00	auto (stack markers)	2026-07-31		BL-809: The amplifier is gone — `git reset --hard origin/main` went from destroying 49 commits and 135 files to being a verified no-op. And a real clone was broken the whole time
BL-810	leadgen	1.00	auto (stack markers)	2026-07-31		BL-810 — UI AUDIT: the menus do NOT have parity, `[7] See my leads & send lists` builds no send list, and **nothing in the entire interface ever names the file you are supposed to send from**
BL-811	leadgen	1.00	auto (stack markers)	2026-07-31		BL-811 — The 20-lead calibration set is built and vetted. **The settled template makes a claim that is false on every row** — I fixed it with a field that is 100% populated, and swapped 9 leads that read badly.
BL-812	leadgen	1.00	auto (stack markers)	2026-07-31		BL-812 — One of the seven is fully specified and half-shipped: `outcomes.py` lost the bulk send-marker while the columns it writes survived in master. BL-810 has already documented that dead feature as live. The other four have no trace at all
BL-813	leadgen	1.00	auto (stack markers)	2026-07-31		BL-813 — Interface fixed: the send file is now named after every run and buildable from both menus. **BL-806's `_build_send_files` never existed** — it was not unlisted, it was absent.
BL-814	leadgen	1.00	auto (stack markers)	2026-07-31		BL-814 — SHIPPED: the merge template now quotes a REAL clip. The median it used to render diverges by more than 2× on **1,765 of 2,087 rows** (worst 44,444×). Item 6 is DEFERRED — measuring a block boundary against a corpus another process is rewriting would repeat exactly the error it exists to correct
BL-815	leadgen	1.00	auto (stack markers)	2026-07-31		BL-815 — The bulk marker is restored and committed: **unmatched 8 → 0**, 2,949 keys in **0.27s** against a projected 205s. The live master was never stamped. **Another agent was inside `outcomes.py` when I started** — I found it before writing and worked around it
BL-816	leadgen	1.00	auto (stack markers)	2026-07-31		BL-816 — Three phantoms, all from ONE report (BL-806). And the real mechanism is a fourth cause the brief did not list: **work written but never committed** — which is what made the reset able to destroy BL-797 in the first place.
